year,tenure,ami_group,region,hh_allocated,total_households,pct_hh_ten,pct_hh_ami_ten
2011,Owner,30 to 50,3,78259.07948887648,1662520,0.6339187191766845,0.07425646665596881
2011,Owner,50 to 80,3,152235.57003944268,1662520,0.6339187191766845,0.14444938024211065
2011,Owner,80 to 100,3,108379.50816672487,1662520,0.6339187191766845,0.10283636591351178
2011,Owner,Greater than 120,3,545940.890515087,1662520,0.6339187191766845,0.5180183794319441
2011,Owner,Less than 30,3,65240.13286085648,1662520,0.6339187191766845,0.06190338273914592
2011,Renter,100 to 120,3,47830.32090672882,1662520,0.36608128082331554,0.07858848087346514
2011,Renter,30 to 50,3,110947.20536306307,1662520,0.36608128082331554,0.18229382871259114
2011,Renter,50 to 80,3,135458.91715300645,1662520,0.36608128082331554,0.22256824370002762
2011,Renter,80 to 100,3,59351.95977206486,1662520,0.36608128082331554,0.09751931968939395
2011,Renter,Greater than 120,3,103003.84331350758,1662520,0.36608128082331554,0.1692423428628552
2011,Renter,Less than 30,3,152025.20448600774,1662520,0.36608128082331554,0.24978778416166697
2011,Owner,100 to 120,4,5771.163551825811,84102,0.704388750283511,0.09741921980905768
2011,Owner,30 to 50,4,5249.460285779088,84102,0.704388750283511,0.08861268977508734
2011,Owner,50 to 80,4,10435.972828305737,84102,0.704388750283511,0.17616280005795887
2011,Owner,80 to 100,4,5599.48788841007,84102,0.704388750283511,0.09452127573937823
2011,Owner,Greater than 120,4,27717.989612156955,84102,0.704388750283511,0.46788916973902406
2011,Owner,Less than 30,4,4466.428509866183,84102,0.704388750283511,0.07539484487949383
2011,Renter,100 to 120,4,1704.3578362440462,84102,0.295611249716489,0.06855411056124602
2011,Renter,30 to 50,4,5538.447652528917,84102,0.295611249716489,0.22277208731346146
2011,Renter,50 to 80,4,4557.98886368791,84102,0.295611249716489,0.18333525146737253
2011,Renter,80 to 100,4,1870.3109775459288,84102,0.295611249716489,0.0752292170176852
2011,Renter,Greater than 120,4,5834.111295078249,84102,0.295611249716489,0.23466451835654276
2011,Renter,Less than 30,4,5356.280698571104,84102,0.295611249716489,0.21544481528369203
2012,Owner,100 to 120,0,126371.13432974862,2036225,0.6415096829121154,0.096742855620519
2012,Owner,30 to 50,0,105143.00604252442,2036225,0.6415096829121154,0.08049175713290072
2012,Owner,50 to 80,0,200609.80756672603,2036225,0.6415096829121154,0.153575939255609
2012,Owner,80 to 100,0,141167.92071594644,2036225,0.6415096829121154,0.1080704691344749
